date,price,vol
2019-11-01 20:55:00,989123.0,4214627662144.71
2019-11-01 21:00:00,988727.0,4216810855094.04
2019-11-01 21:05:00,989856.0,4196743214979.71
2019-11-01 21:10:00,990096.0,4158505293287.23
2019-11-01 21:15:00,990621.0,4170778251621.97
2019-11-01 21:20:00,991027.0,4158586616848.48
2019-11-01 21:25:00,989728.0,4135221722545.38
2019-11-01 21:30:00,989498.0,4126690086847.48
2019-11-01 21:35:00,988613.0,4120027947126.53
2019-11-01 21:40:00,993774.0,4143024684235.69
2019-11-01 21:45:00,991689.0,4090613296767.59
2019-11-01 21:50:00,992102.0,4131208808129.58
2019-11-01 21:55:00,994909.0,4142465933833.68
2019-11-01 22:00:00,996278.0,4153774879285.93
2019-11-01 22:05:00,996423.0,4143734788030.74
2019-11-01 22:10:00,996038.0,4137557630985.23
2019-11-01 22:15:00,994491.0,4134198234365.59
2019-11-01 22:20:00,988041.0,4110419144526.9
2019-11-01 22:25:00,983909.0,4111367278375.38
2019-11-01 22:30:00,984324.0,4126838403667.73
2019-11-01 22:35:00,985118.0,4120042500612.37
2019-11-01 22:40:00,984031.0,4125060409187.72
2019-11-01 22:45:00,982665.0,4120078301806.98
2019-11-01 22:50:00,984118.0,4132606663629.16
2019-11-01 22:55:00,983058.0,4131466546183.0
2019-11-01 23:00:00,983885.0,4137707673478.96
2019-11-01 23:05:00,984412.0,4131499825666.2
2019-11-01 23:10:00,986580.0,4141852786600.19
2019-11-01 23:15:00,985537.0,4137230766282.16
2019-11-01 23:20:00,984389.0,4147737686406.27
2019-11-01 23:25:00,984178.0,4120497496675.44
2019-11-01 23:30:00,984559.0,4157184741605.72
2019-11-01 23:35:00,984431.0,4169191138313.34
2019-11-01 23:40:00,986098.0,4187322085523.83
2019-11-01 23:45:00,986027.0,4185182780902.79
2019-11-01 23:50:00,984280.0,4183164442821.16
2019-11-01 23:55:00,984637.0,4183747542382.66
2019-11-02 00:00:00,986978.0,4195543165947.4
2019-11-02 00:05:00,986983.0,4195589372638.65
2019-11-02 00:10:00,987212.0,4179771709138.37
2019-11-02 00:15:00,988646.0,4187884282284.5
2019-11-02 00:20:00,989840.0,4198247053099.92
2019-11-02 00:25:00,989745.0,4196916086642.15
2019-11-02 00:30:00,986594.0,4179585882392.3
2019-11-02 00:35:00,987422.0,4158269151368.47
2019-11-02 00:40:00,985225.0,4149071243490.79
2019-11-02 00:45:00,985170.0,4112455046030.13
2019-11-02 00:50:00,986009.0,4116378171324.99
2019-11-02 00:55:00,987090.0,4119978423141.96
2019-11-02 01:00:00,988880.0,4157761595655.64
2019-11-02 01:05:00,989811.0,3804828960507.2
2019-11-02 01:10:00,983109.0,3819982428733.61
2019-11-02 01:15:00,985114.0,3053608220353.92
2019-11-02 01:20:00,987047.0,3061161242104.2
2019-11-02 01:25:00,987518.0,3069325253809.55
2019-11-02 01:30:00,987898.0,3049396656442.29
2019-11-02 01:35:00,988554.0,3079849366525.45
2019-11-02 01:40:00,989770.0,3085719335623.39
2019-11-02 01:45:00,989419.0,3062461003466.88
2019-11-02 01:50:00,989087.0,3064549790376.48
2019-11-02 01:55:00,988334.0,3086423808334.94
2019-11-02 02:00:00,989041.0,3091643186944.49
2019-11-02 02:05:00,992584.0,3098138192705.56
2019-11-02 02:10:00,991703.0,3097501815786.07
2019-11-02 02:15:00,993509.0,3105686007307.83
2019-11-02 02:20:00,993479.0,3122281860288.91
2019-11-02 02:25:00,992964.0,3093548070676.86
2019-11-02 02:30:00,994184.0,3126839766902.4
2019-11-02 02:35:00,994341.0,3128232486329.42
2019-11-02 02:40:00,993614.0,3105732591266.93
2019-11-02 02:45:00,992476.0,3129889512768.59
2019-11-02 02:50:00,994017.0,3110246159332.32
2019-11-02 02:55:00,994077.0,3136322821088.96
2019-11-02 03:00:00,994245.0,3109132965199.09
2019-11-02 03:05:00,993958.0,3108361202941.92
2019-11-02 03:10:00,992395.0,3097825871438.95
2019-11-02 03:15:00,991871.0,3120728484609.62
2019-11-02 03:20:00,991301.0,3115055210829.09
2019-11-02 03:25:00,992825.0,3124008689386.51
2019-11-02 03:30:00,993651.0,3124605962220.87
2019-11-02 03:35:00,992480.0,3116847830076.4
2019-11-02 03:40:00,994945.0,3130132256429.3
2019-11-02 03:45:00,995492.0,3132680075333.56
2019-11-02 03:50:00,995201.0,3131813896480.38
2019-11-02 03:55:00,996223.0,3141544492848.85
2019-11-02 04:00:00,994813.0,3130284213168.77
2019-11-02 04:05:00,995112.0,3109687954953.36
2019-11-02 04:10:00,996777.0,3137415413693.6
2019-11-02 04:15:00,996334.0,3137389825305.49
2019-11-02 04:20:00,993781.0,3129348617835.41
2019-11-02 04:25:00,994515.0,3111174730142.67
2019-11-02 04:30:00,994425.0,3070929757500.1
2019-11-02 04:35:00,993235.0,3118420753315.03
2019-11-02 04:40:00,992775.0,3099030534229.2
2019-11-02 04:45:00,992772.0,3099043093109.28
2019-11-02 04:50:00,992456.0,3100492311947.55
2019-11-02 04:55:00,992267.0,3104773056613.84
2019-11-02 05:00:00,993134.0,3108094839568.66
